Timestamp,age,Gender,Purchase_Frequency,Purchase_Categories,Personalized_Recommendation_Frequency,Browsing_Frequency,Product_Search_Method,Search_Result_Exploration,Customer_Reviews_Importance,Add_to_Cart_Browsing,Cart_Completion_Frequency,Cart_Abandonment_Factors,Saveforlater_Frequency,Review_Left,Review_Reliability,Review_Helpfulness,Personalized_Recommendation_Frequency_[0],Recommendation_Helpfulness,Rating_Accuracy,Shopping_Satisfaction,Service_Appreciation,Improvement_Areas,id
"2023/06/06 8:55:08 PM GMT+5:30",22,Female,"Few times a month","Beauty and Personal Care",Yes,"Multiple times a day",Filter,"Multiple pages",3,Maybe,Often,"Found a better price elsewhere",Always,Yes,Moderately,Sometimes,1,Sometimes,3,3,"Competitive prices","Customer service responsiveness",126
"2023/06/06 8:56:17 PM GMT+5:30",24,Male,"Few times a month","Beauty and Personal Care",Yes,"Few times a week",categories,"Multiple pages",3,Yes,Sometimes,"Found a better price elsewhere",Sometimes,No,Occasionally,Yes,3,Yes,3,3,"Product recommendations","Customer service responsiveness",127
"2023/06/06 8:57:23 PM GMT+5:30",25,Male,"Multiple times a week","Beauty and Personal Care",No,"Few times a week",Filter,"Multiple pages",3,Maybe,Often,"Found a better price elsewhere",Often,No,Occasionally,Sometimes,2,No,3,3,"Competitive prices","Reducing packaging waste",128
"2023/06/06 9:08:39 PM GMT+5:30",27,Male,"Once a month",others,No,"Few times a month",Keyword,"Multiple pages",1,Yes,Often,"High shipping costs",Never,Yes,Heavily,Yes,3,Yes,1,1,"User-friendly website/app interface","Shipping speed and reliability",130
"2023/06/07 3:08:03 AM GMT+5:30",23,Female,"Few times a month","Clothing and Fashion",No,"Few times a month",Filter,"Multiple pages",1,Yes,Sometimes,"Found a better price elsewhere",Sometimes,No,Heavily,Sometimes,4,Yes,3,4,"User-friendly website/app interface","Product quality and accuracy",134
"2023/06/07 6:09:58 AM GMT+5:30",23,Male,"Once a month","Clothing and Fashion;others",No,"Few times a month",Keyword,"Multiple pages",1,Yes,Sometimes,"Found a better price elsewhere",Often,Yes,Heavily,Yes,3,No,3,3,"Competitive prices",UI,135
"2023/06/07 9:19:23 AM GMT+5:30",25,Female,"Once a week","Groceries and Gourmet Food",Yes,"Multiple times a day",Filter,"Multiple pages",3,Yes,Sometimes,"Changed my mind or no longer need the item",Often,No,Moderately,Yes,3,Yes,3,3,"Product recommendations","Reducing packaging waste",136
"2023/06/07 9:24:31 AM GMT+5:30",36,Female,"Few times a month","Groceries and Gourmet Food",No,"Few times a month",Keyword,"Multiple pages",2,No,Often,"Found a better price elsewhere",Sometimes,Yes,Occasionally,No,3,Sometimes,3,4,"Wide product selection","Customer service responsiveness",138
"2023/06/07 9:25:35 AM GMT+5:30",23,Female,"Multiple times a week","Beauty and Personal Care",Yes,"Few times a week",Filter,"Multiple pages",3,No,Often,"Found a better price elsewhere",Sometimes,Yes,Occasionally,Yes,3,Sometimes,3,3,"Competitive prices","Customer service responsiveness",139
"2023/06/07 9:27:03 AM GMT+5:30",23,Female,"Few times a month","Clothing and Fashion",Sometimes,"Few times a month",Filter,"Multiple pages",3,No,Rarely,"Found a better price elsewhere",Sometimes,Yes,Occasionally,Yes,3,No,3,3,"Product recommendations","Customer service responsiveness",140
"2023/06/07 9:28:09 AM GMT+5:30",23,"Prefer not to say","Once a week","Clothing and Fashion",Yes,"Few times a month",categories,"Multiple pages",3,Maybe,Sometimes,"Changed my mind or no longer need the item",Sometimes,Yes,Occasionally,Yes,3,No,3,3,"Product recommendations","Customer service responsiveness",141
"2023/06/07 9:32:38 AM GMT+5:30",21,Female,"Once a week","Beauty and Personal Care",Yes,"Few times a week",Filter,"Multiple pages",3,Maybe,Sometimes,"Found a better price elsewhere",Sometimes,No,Moderately,Yes,3,No,3,3,"Competitive prices","Customer service responsiveness",142
"2023/06/07 10:56:11 AM GMT+5:30",23,"Prefer not to say","Once a week","Clothing and Fashion",Yes,"Few times a month",Keyword,"Multiple pages",3,Maybe,Often,"High shipping costs",Always,Yes,Heavily,Yes,3,Sometimes,3,3,"Competitive prices","Product quality and accuracy",143
"2023/06/07 10:57:14 AM GMT+5:30",26,Others,"Few times a month","Beauty and Personal Care",Yes,"Few times a week",Filter,"Multiple pages",3,Yes,Sometimes,"High shipping costs",Sometimes,Yes,Occasionally,No,3,No,2,3,"User-friendly website/app interface","Product quality and accuracy",144
"2023/06/07 10:58:27 AM GMT+5:30",30,Female,"Few times a month","Beauty and Personal Care",Yes,"Few times a week",Filter,"Multiple pages",3,Maybe,Sometimes,"Found a better price elsewhere",Never,Yes,Moderately,Sometimes,3,Sometimes,3,3,"Product recommendations","Customer service responsiveness",145
"2023/06/07 11:41:56 AM GMT+5:30",37,Female,"Once a month","Clothing and Fashion",Sometimes,"Few times a month",categories,"Multiple pages",1,Yes,Sometimes,"Changed my mind or no longer need the item",Often,No,Heavily,Yes,4,Sometimes,2,3,"Wide product selection","Product quality and accuracy",146
"2023/06/07 11:44:55 AM GMT+5:30",26,Female,"Once a month","Beauty and Personal Care",Yes,"Few times a week",categories,"Multiple pages",3,Yes,Sometimes,"Changed my mind or no longer need the item",Often,No,Occasionally,Yes,2,Yes,3,3,"Competitive prices","Shipping speed and reliability",147
"2023/06/07 11:47:07 AM GMT+5:30",36,Female,"Less than once a month",others,No,Rarely,others,"Multiple pages",4,No,Never,others,Never,No,Never,Sometimes,4,Yes,4,4,"User-friendly website/app interface","Product quality and accuracy",149
"2023/06/06 9:37:33 AM GMT+5:30",23,Female,"Less than once a month","Beauty and Personal Care;others",Sometimes,"Few times a month",Keyword,"Multiple pages",1,Yes,Sometimes,"Changed my mind or no longer need the item",Rarely,No,Heavily,Yes,2,Yes,2,1,"Wide product selection","Reducing packaging waste",150
"2023/06/07 11:47:44 AM GMT+5:30",40,Female,"Less than once a month","Home and Kitchen",Sometimes,Rarely,categories,"Multiple pages",3,Yes,Sometimes,"Changed my mind or no longer need the item",Rarely,No,Moderately,Yes,3,Yes,2,2,"Wide product selection","Customer service responsiveness",151
"2023/06/06 9:39:32 AM GMT+5:30",22,Female,"Less than once a month","Clothing and Fashion;Home and Kitchen",No,"Few times a week",Keyword,"Multiple pages",5,Yes,Sometimes,"Found a better price elsewhere",Never,No,Heavily,Yes,5,Sometimes,2,3,"Competitive prices","Customer service responsiveness",152
"2023/06/06 9:45:55 AM GMT+5:30",24,Female,"Once a week","Beauty and Personal Care;Clothing and Fashion;Home and Kitchen",Sometimes,"Few times a week",Keyword,"Multiple pages",1,Yes,Often,"Found a better price elsewhere",Always,Yes,Heavily,Yes,1,Yes,1,1,"Wide product selection","Customer service responsiveness",153
"2023/06/06 9:47:31 AM GMT+5:30",23,"Prefer not to say","Once a week","Beauty and Personal Care;Clothing and Fashion;Home and Kitchen",Yes,"Multiple times a day",Keyword,"Multiple pages",1,Yes,Often,"Found a better price elsewhere",Always,Yes,Heavily,Yes,1,Yes,1,1,"Wide product selection","Customer service responsiveness",154
"2023/06/06 9:59:35 AM GMT+5:30",25,Male,"Less than once a month",others,Yes,"Few times a month",Keyword,"Multiple pages",5,Yes,Rarely,others,Never,No,Moderately,Yes,3,Sometimes,3,3,"Wide product selection","Customer service responsiveness",155
"2023/06/07 11:47:44 AM GMT+5:30",41,Male,"Less than once a month","Clothing and Fashion",Sometimes,"Few times a month",Keyword,"Multiple pages",1,Yes,Always,"Found a better price elsewhere",Rarely,Yes,Rarely,Yes,5,Yes,2,3,"Wide product selection","Shipping speed and reliability",156
"2023/06/06 10:03:52 AM GMT+5:30",23,Male,"Once a week","Clothing and Fashion",Sometimes,"Few times a week",Filter,"Multiple pages",1,No,Sometimes,"Changed my mind or no longer need the item",Sometimes,Yes,Moderately,No,1,No,2,2,"Competitive prices","Customer service responsiveness",157
"2023/06/06 10:07:39 AM GMT+5:30",24,Male,"Once a month","Groceries and Gourmet Food;Beauty and Personal Care;Clothing and Fashion;Home and Kitchen",Sometimes,"Few times a week",Keyword,"Multiple pages",1,Yes,Often,others,Sometimes,Yes,Moderately,Yes,2,Yes,2,2,"Competitive prices","Product quality and accuracy",158
"2023/06/07 11:48:25 AM GMT+5:30",34,Male,"Less than once a month",others,No,Rarely,Keyword,"Multiple pages",2,Maybe,Sometimes,"Changed my mind or no longer need the item",Never,Yes,Moderately,Sometimes,4,No,3,2,"Wide product selection","Scrolling option would be much better than going to next page",159
"2023/06/06 10:17:06 AM GMT+5:30",24,Female,"Few times a month",others,Yes,"Few times a week",Keyword,"Multiple pages",1,Yes,Often,"Changed my mind or no longer need the item",Sometimes,No,Moderately,Yes,2,Yes,3,2,"Wide product selection","Customer service responsiveness",160
"2023/06/07 11:54:03 AM GMT+5:30",29,Female,"Once a month","Beauty and Personal Care;Clothing and Fashion;Home and Kitchen",No,"Multiple times a day",Keyword,"Multiple pages",1,Maybe,Often,"Changed my mind or no longer need the item",Always,Yes,Heavily,Yes,5,No,3,3,"User-friendly website/app interface","Product quality and accuracy",161
"2023/06/07 12:01:15 PM GMT+5:30",35,Male,"Once a month","Clothing and Fashion",Sometimes,"Few times a week",categories,"Multiple pages",3,Yes,Sometimes,"Changed my mind or no longer need the item",Rarely,No,Rarely,Yes,2,Yes,3,3,"Product recommendations","Product quality and accuracy",162
"2023/06/07 12:13:39 PM GMT+5:30",32,Male,"Less than once a month","Clothing and Fashion",No,Rarely,Keyword,"Multiple pages",5,Maybe,Sometimes,"Found a better price elsewhere",Rarely,Yes,Moderately,Yes,3,Yes,1,3,"Product recommendations","Reducing packaging waste",163
"2023/06/07 12:23:07 PM GMT+5:30",41,Male,"Few times a month","Beauty and Personal Care;Clothing and Fashion;others",Sometimes,"Few times a week",Filter,"Multiple pages",1,Yes,Often,"Found a better price elsewhere",Never,No,Heavily,Yes,1,Yes,2,2,"Wide product selection","Product quality and accuracy",164
"2023/06/07 12:27:12 PM GMT+5:30",35,Female,"Few times a month","Home and Kitchen;others",Yes,"Multiple times a day",Keyword,"Multiple pages",1,Yes,Sometimes,"Changed my mind or no longer need the item",Sometimes,Yes,Moderately,Yes,2,Yes,3,2,"Wide product selection","Product quality and accuracy",165
"2023/06/07 12:29:31 PM GMT+5:30",36,Female,"Few times a month","Groceries and Gourmet Food;Home and Kitchen;others",Yes,"Few times a week",Keyword,"Multiple pages",4,Yes,Sometimes,"Found a better price elsewhere",Often,Yes,Moderately,Sometimes,3,Yes,2,1,"Competitive prices","Reducing packaging waste",166
"2023/06/07 12:30:22 PM GMT+5:30",46,Female,"Once a week",others,No,"Few times a week",Keyword,"Multiple pages",5,Yes,Often,"Found a better price elsewhere",Often,No,Moderately,Yes,5,Sometimes,3,4,"Wide product selection","Customer service responsiveness",167
"2023/06/07 12:39:08 PM GMT+5:30",48,Male,"Few times a month","Beauty and Personal Care",Yes,"Few times a week",Filter,"Multiple pages",1,Yes,Often,"Changed my mind or no longer need the item",Often,Yes,Occasionally,Yes,2,Yes,2,1,"Wide product selection","Customer service responsiveness",169
"2023/06/06 10:19:05 AM GMT+5:30",26,Female,"Less than once a month",others,No,"Few times a month",Keyword,"Multiple pages",1,Yes,Sometimes,"High shipping costs",Often,Yes,Moderately,Yes,1,Yes,2,1,"Product recommendations","Shipping speed and reliability",170
"2023/06/07 12:44:27 PM GMT+5:30",25,Male,"Few times a month",others,No,"Few times a week",Keyword,"Multiple pages",5,No,Sometimes,"Found a better price elsewhere",Sometimes,No,Occasionally,Yes,3,Yes,3,4,"Wide product selection","Customer service responsiveness",171
"2023/06/07 12:50:13 PM GMT+5:30",38,Male,"Once a month","Beauty and Personal Care;Clothing and Fashion;Home and Kitchen;others",Yes,"Few times a week",categories,"Multiple pages",1,Yes,Rarely,"Found a better price elsewhere",Never,No,Heavily,Yes,3,Sometimes,3,3,"User-friendly website/app interface","Quality of product is very poor according to the big offers",173
"2023/06/06 10:36:14 AM GMT+5:30",26,Male,"Few times a month","Clothing and Fashion;others",No,"Few times a week",Keyword,"Multiple pages",4,Yes,Sometimes,"Found a better price elsewhere",Never,No,Occasionally,Sometimes,3,No,3,3,"Product recommendations","Reducing packaging waste",174
"2023/06/07 1:00:08 PM GMT+5:30",26,Male,"Once a month","Beauty and Personal Care;Clothing and Fashion;Home and Kitchen",Yes,"Few times a week",categories,"Multiple pages",1,Maybe,Sometimes,others,Sometimes,No,Occasionally,Sometimes,1,Yes,3,3,"Competitive prices","Product quality and accuracy",175
"2023/06/07 1:00:09 PM GMT+5:30",40,Female,"Less than once a month","Beauty and Personal Care",No,"Few times a week",categories,"Multiple pages",4,Yes,Sometimes,"High shipping costs",Often,Yes,Rarely,Sometimes,3,No,4,3,"User-friendly website/app interface","Product quality and accuracy",176
"2023/06/07 1:04:07 PM GMT+5:30",49,Female,"Few times a month","Groceries and Gourmet Food;Home and Kitchen;others",Sometimes,"Multiple times a day",Keyword,"Multiple pages",1,Yes,Sometimes,"Found a better price elsewhere",Always,Yes,Heavily,Yes,3,Yes,3,2,"Wide product selection","I have no problem with Amazon yet. But others tell me about the refund issues ",177
"2023/06/07 1:05:41 PM GMT+5:30",30,Male,"Less than once a month","Clothing and Fashion",Yes,"Few times a week",categories,"Multiple pages",5,Yes,Sometimes,"Changed my mind or no longer need the item",Sometimes,Yes,Occasionally,Yes,3,Yes,4,1,"Wide product selection","Product quality and accuracy",179
"2023/06/06 11:20:53 AM GMT+5:30",23,Female,"Once a month","Beauty and Personal Care;Clothing and Fashion;Home and Kitchen",Yes,"Few times a month",Keyword,"Multiple pages",2,Yes,Often,"High shipping costs",Often,Yes,Moderately,Yes,2,Yes,3,4,"Competitive prices","Reducing packaging waste",180
"2023/06/07 1:25:26 PM GMT+5:30",24,Female,"Less than once a month","Clothing and Fashion",No,Rarely,categories,"Multiple pages",1,Maybe,Rarely,"High shipping costs",Sometimes,No,Moderately,Yes,2,Sometimes,3,2,"Competitive prices","Customer service responsiveness",181
"2023/06/06 11:49:21 AM GMT+5:30",30,Male,"Multiple times a week","Clothing and Fashion;Home and Kitchen",Yes,"Few times a week",Keyword,"Multiple pages",3,Yes,Sometimes,"Found a better price elsewhere",Sometimes,Yes,Moderately,Yes,1,Yes,1,2,"Competitive prices","Customer service responsiveness",182
"2023/06/07 1:40:37 PM GMT+5:30",27,Male,"Once a month","Clothing and Fashion",Sometimes,"Few times a month",Keyword,"Multiple pages",4,Yes,Sometimes,"Found a better price elsewhere",Sometimes,No,Occasionally,Yes,3,Yes,3,4,"User-friendly website/app interface","Product quality and accuracy",184
"2023/06/06 12:00:16 PM GMT+5:30",23,Female,"Less than once a month","Beauty and Personal Care;Home and Kitchen",No,"Multiple times a day",categories,"Multiple pages",1,Yes,Sometimes,"Found a better price elsewhere",Often,No,Heavily,Yes,3,Sometimes,3,3,"Wide product selection","Customer service responsiveness",185
"2023/06/07 1:49:06 PM GMT+5:30",28,Male,"Less than once a month",others,No,Rarely,Keyword,"Multiple pages",2,Maybe,Sometimes,"Changed my mind or no longer need the item",Rarely,No,Moderately,Yes,5,Yes,2,2,"Competitive prices","Product quality and accuracy",186
"2023/06/07 2:11:50 PM GMT+5:30",46,Female,"Few times a month","Home and Kitchen",Yes,"Few times a week",categories,"Multiple pages",1,Yes,Always,"Found a better price elsewhere",Often,No,Occasionally,Yes,1,Yes,2,2,"Product recommendations","Product quality and accuracy",188
"2023/06/06 12:52:14 PM GMT+5:30",21,Female,"Less than once a month","Clothing and Fashion",No,Rarely,Keyword,"Multiple pages",1,Yes,Never,"High shipping costs",Never,No,Heavily,Yes,4,Sometimes,3,3,"Wide product selection","Reducing packaging waste",189
"2023/06/06 1:06:16 PM GMT+5:30",23,Female,"Once a month","Beauty and Personal Care;Home and Kitchen",No,"Few times a week",categories,"Multiple pages",1,Yes,Sometimes,"Changed my mind or no longer need the item",Often,Yes,Moderately,No,3,Yes,2,2,"Product recommendations","Product quality and accuracy",191
"2023/06/07 2:19:05 PM GMT+5:30",20,Female,"Once a month","Home and Kitchen",No,Rarely,categories,"Multiple pages",1,Yes,Sometimes,"Changed my mind or no longer need the item",Often,Yes,Moderately,Yes,3,Sometimes,2,3,"Competitive prices","Product quality and accuracy",192
"2023/06/07 2:22:14 PM GMT+5:30",23,Female,"Less than once a month","Beauty and Personal Care;Clothing and Fashion",No,"Few times a month",Keyword,"Multiple pages",4,Yes,Rarely,"Changed my mind or no longer need the item",Sometimes,No,Heavily,Yes,4,Yes,3,4,"User-friendly website/app interface","Shipping speed and reliability",193
"2023/06/06 2:07:12 PM GMT+5:30",21,Female,"Once a month","Clothing and Fashion",Sometimes,"Few times a week",,"Multiple pages",3,Yes,Always,"Changed my mind or no longer need the item",Often,No,Moderately,Sometimes,3,Sometimes,3,3,"User-friendly website/app interface","Customer service responsiveness",194
"2023/06/07 2:23:02 PM GMT+5:30",29,Female,"Once a week","Groceries and Gourmet Food;Beauty and Personal Care;Clothing and Fashion;Home and Kitchen;others",Yes,"Multiple times a day",Keyword,"Multiple pages",1,Yes,Often,"Found a better price elsewhere",Never,Yes,Moderately,Yes,2,Sometimes,2,2,"Wide product selection","Customer service responsiveness",195
"2023/06/06 3:02:38 PM GMT+5:30",23,Female,"Less than once a month","Clothing and Fashion;others",No,"Few times a month",Keyword,"Multiple pages",2,Yes,Often,"Changed my mind or no longer need the item",Rarely,No,Moderately,Yes,2,Sometimes,2,1,"Wide product selection","Shipping speed and reliability",197
"2023/06/07 2:40:30 PM GMT+5:30",57,Female,"Few times a month","Home and Kitchen",No,"Few times a week",categories,"Multiple pages",1,Yes,Often,"Found a better price elsewhere",Sometimes,Yes,Heavily,Yes,4,Yes,3,3,"User-friendly website/app interface","Customer service responsiveness",198
"2023/06/07 3:13:52 PM GMT+5:30",25,Female,"Less than once a month","Beauty and Personal Care",No,"Few times a week",Keyword,"Multiple pages",1,Yes,Sometimes,"Found a better price elsewhere",Sometimes,No,Moderately,Yes,4,Yes,3,1,"User-friendly website/app interface","Customer service responsiveness",199
"2023/06/07 3:56:01 PM GMT+5:30",23,Female,"Few times a month","Beauty and Personal Care;others",No,"Few times a month",categories,"Multiple pages",1,Yes,Sometimes,"Found a better price elsewhere",Rarely,No,Occasionally,Yes,1,Sometimes,3,2,"Product recommendations","Product quality and accuracy",200
"2023/06/07 4:10:33 PM GMT+5:30",39,Male,"Less than once a month","Clothing and Fashion;others",Yes,"Few times a month",Keyword,"Multiple pages",2,Yes,Often,"Found a better price elsewhere",Sometimes,Yes,Moderately,Yes,3,Sometimes,3,2,"Wide product selection","Product quality and accuracy",202
"2023/06/07 4:46:12 PM GMT+5:30",23,Female,"Once a month","Beauty and Personal Care;Clothing and Fashion",No,"Few times a month",categories,"Multiple pages",4,Yes,Sometimes,"Found a better price elsewhere",Sometimes,No,Heavily,Yes,3,Sometimes,4,3,"User-friendly website/app interface","Reducing packaging waste",203
"2023/06/07 5:26:20 PM GMT+5:30",25,Female,"Less than once a month","Beauty and Personal Care",No,"Few times a week",Keyword,"Multiple pages",5,Yes,Sometimes,"High shipping costs",Rarely,Yes,Heavily,Yes,3,Yes,3,3,"Competitive prices","Shipping speed and reliability",204
"2023/06/07 5:58:12 PM GMT+5:30",37,Female,"Multiple times a week","Groceries and Gourmet Food;Beauty and Personal Care;Clothing and Fashion;Home and Kitchen;others",Sometimes,"Few times a week",categories,"Multiple pages",1,Yes,Always,"Changed my mind or no longer need the item",Often,Yes,Heavily,Yes,2,Sometimes,3,2,"Wide product selection","Reducing packaging waste",205
"2023/06/07 6:15:10 PM GMT+5:30",23,Female,"Few times a month","Beauty and Personal Care;Home and Kitchen",No,"Few times a month",categories,"Multiple pages",3,Maybe,Sometimes,"Changed my mind or no longer need the item",Sometimes,Yes,Occasionally,No,3,No,2,2,"Product recommendations","Reducing packaging waste",206
"2023/06/07 6:16:51 PM GMT+5:30",23,Female,"Few times a month","Clothing and Fashion;Home and Kitchen",No,"Few times a week",Filter,"Multiple pages",3,No,Sometimes,"Changed my mind or no longer need the item",Sometimes,No,Rarely,Sometimes,3,No,3,3,"User-friendly website/app interface","Reducing packaging waste",207
"2023/06/07 6:18:37 PM GMT+5:30",23,Female,"Once a week","Beauty and Personal Care",No,"Few times a month",categories,"Multiple pages",2,No,Often,"Found a better price elsewhere",Sometimes,No,Occasionally,Sometimes,3,No,3,2,"Product recommendations","Customer service responsiveness",209
"2023/06/07 6:20:00 PM GMT+5:30",21,Female,"Once a month","Clothing and Fashion;Home and Kitchen",No,"Few times a month",Filter,"Multiple pages",4,Maybe,Sometimes,"Found a better price elsewhere",Rarely,Yes,Moderately,No,2,No,2,4,"Competitive prices","Customer service responsiveness",210
"2023/06/07 6:20:53 PM GMT+5:30",21,Female,"Once a week","Clothing and Fashion",No,"Few times a week",Filter,"Multiple pages",3,No,Sometimes,"Found a better price elsewhere",Sometimes,No,Moderately,No,4,Yes,2,1,"Product recommendations","Customer service responsiveness",211
"2023/06/07 6:28:35 PM GMT+5:30",34,Female,"Once a week","Beauty and Personal Care",No,"Few times a week",Filter,"Multiple pages",2,No,Sometimes,"Found a better price elsewhere",Often,Yes,Occasionally,No,2,No,3,2,"Competitive prices","Customer service responsiveness",212
"2023/06/07 9:23:41 PM GMT+5:30",23,Male,"Once a week","Groceries and Gourmet Food;Clothing and Fashion;Home and Kitchen",No,"Few times a week",Keyword,"Multiple pages",1,Yes,Always,"Changed my mind or no longer need the item",Always,Yes,Heavily,Yes,1,Yes,1,1,"Wide product selection","Product quality and accuracy",213
"2023/06/07 9:35:08 PM GMT+5:30",19,Female,"Few times a month","Clothing and Fashion",No,"Few times a week",categories,"Multiple pages",2,Yes,Often,"Found a better price elsewhere",Always,Yes,Moderately,Yes,4,Yes,2,2,"User-friendly website/app interface","Customer service responsiveness",214
"2023/06/07 9:35:23 PM GMT+5:30",23,Female,"Less than once a month","Beauty and Personal Care;others",No,"Few times a month",Keyword,"Multiple pages",5,Yes,Sometimes,"Found a better price elsewhere",Always,No,Heavily,Yes,5,No,4,1,"Wide product selection","Shipping speed and reliability",215
"2023/06/07 9:53:52 PM GMT+5:30",23,Female,"Few times a month","Beauty and Personal Care;Clothing and Fashion",No,"Few times a week",Keyword,"Multiple pages",3,No,Sometimes,"Found a better price elsewhere",Always,Yes,Moderately,No,2,Yes,3,3,"Product recommendations","Customer service responsiveness",216
"2023/06/07 9:54:24 PM GMT+5:30",34,Male,"Once a week","Beauty and Personal Care;Home and Kitchen",Yes,"Few times a month",Filter,"Multiple pages",3,No,Sometimes,"Changed my mind or no longer need the item",Often,Yes,Occasionally,No,3,No,3,3,"Product recommendations","Customer service responsiveness",217
"2023/06/07 9:54:56 PM GMT+5:30",34,Female,"Once a week","Clothing and Fashion",No,"Few times a week",Keyword,"Multiple pages",3,No,Sometimes,"Found a better price elsewhere",Sometimes,No,Rarely,Sometimes,3,No,2,4,"Product recommendations","Reducing packaging waste",218
"2023/06/07 10:07:42 PM GMT+5:30",34,Female,"Once a month","Home and Kitchen;others",No,"Few times a week",Keyword,"Multiple pages",4,Yes,Often,"Found a better price elsewhere",Sometimes,Yes,Moderately,Sometimes,3,No,4,4,"Wide product selection","Product quality and accuracy",219
"2023/06/07 10:09:17 PM GMT+5:30",23,"Prefer not to say","Few times a month","Beauty and Personal Care",No,"Few times a week",categories,"Multiple pages",3,No,Often,"Found a better price elsewhere",Often,No,Occasionally,No,2,Yes,2,3,"Wide product selection","Customer service responsiveness",220
"2023/06/07 10:09:54 PM GMT+5:30",45,Female,"Once a week","Clothing and Fashion",Sometimes,Rarely,Keyword,"Multiple pages",2,Maybe,Always,"High shipping costs",Rarely,Yes,Moderately,No,3,Sometimes,2,3,"Competitive prices","Customer service responsiveness",221
"2023/06/07 6:29:14 PM GMT+5:30",23,Female,"Few times a month","Clothing and Fashion;Home and Kitchen",No,"Few times a week",Filter,"Multiple pages",3,No,Sometimes,"Found a better price elsewhere",Sometimes,No,Occasionally,No,3,No,3,1,"Product recommendations","Customer service responsiveness",223
"2023/06/07 10:16:22 PM GMT+5:30",34,Female,"Once a week","Clothing and Fashion",No,"Few times a week",Filter,"Multiple pages",2,No,Sometimes,"Changed my mind or no longer need the item",Often,Yes,Occasionally,No,2,No,3,2,"Competitive prices","Customer service responsiveness",226
"2023/06/07 6:29:53 PM GMT+5:30",23,Female,"Once a week","Beauty and Personal Care",No,"Few times a month",Filter,"Multiple pages",3,No,Sometimes,"Found a better price elsewhere",Sometimes,No,Occasionally,Sometimes,3,No,3,2,"Product recommendations","Reducing packaging waste",227
"2023/06/07 10:16:54 PM GMT+5:30",23,Others,"Once a month","Groceries and Gourmet Food",Sometimes,"Few times a week",Filter,"Multiple pages",3,Maybe,Sometimes,"Changed my mind or no longer need the item",Sometimes,No,Never,Sometimes,3,Sometimes,3,3,"Product recommendations","Customer service responsiveness",228
"2023/06/07 6:30:43 PM GMT+5:30",23,"Prefer not to say","Few times a month","Clothing and Fashion",No,"Few times a month",categories,"Multiple pages",3,No,Sometimes,"Changed my mind or no longer need the item",Sometimes,Yes,Occasionally,No,3,No,3,1,"Competitive prices","Customer service responsiveness",229
"2023/06/07 10:17:40 PM GMT+5:30",45,Female,"Once a week",others,No,Rarely,Keyword,"Multiple pages",2,No,Sometimes,others,Often,No,Occasionally,No,3,No,3,3,"User-friendly website/app interface","Reducing packaging waste",230
"2023/06/07 10:20:09 PM GMT+5:30",26,Male,"Less than once a month","Clothing and Fashion",Yes,"Few times a week",Keyword,"Multiple pages",5,Yes,Rarely,"Found a better price elsewhere",Rarely,Yes,Never,Yes,3,Yes,1,3,"Wide product selection","User interface ",231
"2023/06/07 6:31:23 PM GMT+5:30",27,Female,"Once a week","Beauty and Personal Care",No,"Few times a month",categories,"Multiple pages",2,No,Sometimes,"Changed my mind or no longer need the item",Sometimes,No,Rarely,Sometimes,3,No,2,1,"Wide product selection","Customer service responsiveness",232
"2023/06/07 10:21:00 PM GMT+5:30",34,Female,"Few times a month","Beauty and Personal Care;Clothing and Fashion",No,"Few times a week",categories,"Multiple pages",2,No,Often,"Changed my mind or no longer need the item",Often,No,Moderately,No,2,No,2,4,"Competitive prices","Customer service responsiveness",233
"2023/06/07 10:35:06 PM GMT+5:30",21,"Prefer not to say","Once a week","Beauty and Personal Care;Clothing and Fashion",Yes,"Few times a week",Filter,"Multiple pages",3,No,Rarely,"Changed my mind or no longer need the item",Rarely,Yes,Occasionally,No,3,No,3,5,"Product recommendations","Product quality and accuracy",234
"2023/06/07 7:17:13 PM GMT+5:30",23,Female,"Less than once a month",others,No,Rarely,categories,"Multiple pages",3,Maybe,Sometimes,"Changed my mind or no longer need the item",Never,Yes,Occasionally,Sometimes,3,Sometimes,3,2,"Wide product selection","Product quality and accuracy",235
"2023/06/07 10:38:51 PM GMT+5:30",23,"Prefer not to say","Few times a month","Clothing and Fashion;Home and Kitchen",Sometimes,"Few times a week",Keyword,"Multiple pages",3,Yes,Sometimes,"Found a better price elsewhere",Often,No,Moderately,No,4,Sometimes,3,3,"Product recommendations","Customer service responsiveness",236
"2023/06/07 8:20:23 PM GMT+5:30",47,Female,"Less than once a month","Clothing and Fashion",No,Rarely,categories,"Multiple pages",1,Maybe,Rarely,"Changed my mind or no longer need the item",Always,No,Heavily,Yes,5,Sometimes,3,2,"Product recommendations","Product quality and accuracy",237
"2023/06/07 10:39:21 PM GMT+5:30",41,Male,"Multiple times a week","Groceries and Gourmet Food;Beauty and Personal Care;Clothing and Fashion;Home and Kitchen;others",No,"Multiple times a day",Keyword,"Multiple pages",1,Maybe,Often,"Changed my mind or no longer need the item",Never,Yes,Heavily,Yes,3,Yes,3,4,"Wide product selection","Irrelevant product suggestions",238
"2023/06/07 8:41:53 PM GMT+5:30",54,Male,"Less than once a month",others,No,Rarely,Keyword,"Multiple pages",1,Yes,Often,"Found a better price elsewhere",Never,Yes,Heavily,Yes,1,Yes,3,3,"Wide product selection","Product quality and accuracy",239
